retaurant_name,address,kecamatan,category,Phones,reviews,rating,google_maps,latitude,longitude,website,domain,working_hour,facility,price_ranges,resto_type,24/7
Pizza Hut Sultan Agung,"Jl. Sultan Agung No.58, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Wirogunan,"Pizza restaurant, Breakfast restaurant","0811-3483-505, +62 811-3483-505",6013,4.5,https://www.google.com/maps?cid=3489869389354340360,-7.8021251,110.3797304,https://www.pizzahut.co.id/,pizzahut.co.id,"Rabu:[09.00-22.00], Kamis:[09.00-22.00], Jumat:[09.00-22.00], Sabtu:[09.00-22.00], Minggu:[09.00-22.00], Senin:[09.00-22.00], Selasa:[09.00-22.00]","tempat parkir, ruangan indoor",3,5,no
Pizza Hut Ambarukmo,"Jl. Laksda Adisucipto No.29, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Ambarukmo, Caturtunggal",Pizza restaurant,"0811-9814-113, +62 811-9814-113",140,4.2,https://www.google.com/maps?cid=6890331302054937857,-7.7829653,110.4073845,https://www.pizzahut.co.id/,pizzahut.co.id,"Rabu:[10.00-22.00], Kamis:[10.00-22.00], Jumat:[10.00-22.00], Sabtu:[10.00-22.00], Minggu:[10.00-22.00], Senin:[10.00-22.00], Selasa:[10.00-22.00]","tempat parkir, ruangan indoor",3,5,no
Pizza Hut Delivery - PHD Seturan,"Jl. Seturan Raya No.A100, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Ngropoh, Condongcatur","Pizza restaurant, Delivery","1 500 600, +62 1 500 600",972,4.6,https://www.google.com/maps?cid=5740026882144348332,-7.7651346,110.410751,https://www.pizzahut.co.id/,pizzahut.co.id,"Rabu:[10.00-00.00], Kamis:[10.00-00.00], Jumat:[10.00-00.00], Sabtu:[10.00-02.00], Minggu:[10.00-02.00], Senin:[10.00-00.00], Selasa:[10.00-00.00]","tempat parkir, ruangan indoor",3,5,no
Pizza Hut Delivery - PHD Taman Siswa,"Jl. Taman Siswa No.66, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Wirogunan,"Pizza restaurant, Delivery","1 500 600, +62 1 500 600",900,4.5,https://www.google.com/maps?cid=14997932197589154706,-7.8078587,110.3773837,https://www.pizzahut.co.id/,pizzahut.co.id,"Rabu:[10.00-23.00], Kamis:[10.00-23.00], Jumat:[10.00-23.00], Sabtu:[10.00-23.00], Minggu:[10.00-23.00], Senin:[10.00-23.00], Selasa:[10.00-23.00]","tempat parkir, ruangan indoor",3,5,no
Pizza Hut Delivery - PHD Jakal,"Jl. Kaliurang No.KM 8, RW.7, Dayu, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","RW.7, Dayu, Sinduharjo","Pizza restaurant, Delivery","1 500 600, +62 1 500 600",1710,4.6,https://www.google.com/maps?cid=16335350300224949560,-7.7321078,110.396617,https://www.pizzahut.co.id/,pizzahut.co.id,"Rabu:[10.00-00.00], Kamis:[10.00-00.00], Jumat:[10.00-00.00], Sabtu:[10.00-00.00], Minggu:[10.00-00.00], Senin:[10.00-00.00], Selasa:[10.00-00.00]","tempat parkir, ruangan indoor",3,5,no
Ayam Goreng Suharti - Laksda Adisucipto,"Jl. Laksda Adisucipto No.208, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Janti, Caturtunggal","Indonesian restaurant Masakan Ayam, Indonesian restaurant, Authentic restaurant, Chicken restaurant","(0274) 484522, +62 274 484522",7393,4.5,https://www.google.com/maps?cid=752923216689186700,-7.783167,110.4132929,,,"Rabu:[08.00-21.00], Kamis:[08.00-21.00], Jumat:[08.00-21.00], Sabtu:[08.00-21.00], Minggu:[08.00-21.00], Senin:[08.00-21.00], Selasa:[08.00-21.00]","tempat parkir, mushalla / tempat shalat, ruangan indoor, ruangan outdoor, smoking room, toilet umum, live music",3,5,no
Ayam Goreng Ny. Suharti,"Jl. Gedongkuning No.187, Pringgolayan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55171","Pringgolayan, Banguntapan","Indonesian restaurant Masakan Ayam, Indonesian restaurant, Authentic restaurant, Chicken restaurant","(0274) 383765, +62 274 383765",2943,4.4,https://www.google.com/maps?cid=12785078709136780008,-7.8092833,110.4024556,https://www.facebook.com/AyamGorengNy.Suharti/,facebook.com,"Rabu:[08.30-21.00], Kamis:[08.30-21.00], Jumat:[08.30-21.00], Sabtu:[08.30-21.00], Minggu:[08.30-21.00], Senin:[08.30-21.00], Selasa:[08.30-21.00]","tempat parkir, mushalla / tempat shalat, ruangan indoor, ruangan outdoor, smoking room, toilet umum, live music",3,5,no
Petit Paris Boulangerie and Bistro,"Jl. Abu Bakar Ali No.18, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",Kotabaru,"Bakery, Europian restaurant, Instagrammable","(0274) 5014491, +62 274 5014491",551,4.6,https://www.google.com/maps?cid=18401506544383896902,-7.7883629,110.3720232,http://petitparisboulangerie.com/,petitparisboulangerie.com,"Rabu:[08.00-22.00], Kamis:[08.00-22.00], Jumat:[08.00-22.00], Sabtu:[08.00-22.00], Minggu:[08.00-22.00], Senin:[08.00-22.00], Selasa:[08.00-22.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, ruangan indoor, ruangan meeting, toilet umum ",3,3,no
ChezMoi Patissier & Chocolatier Sagan,"Jl. Sagan No.12, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Terban,Bakery,"(0274) 589251, +62 274 589251",823,4.5,https://www.google.com/maps?cid=3873512113006923487,-7.7812542,110.3780318,http://www.chezmoipastry.com/,chezmoipastry.com,"Rabu:[08.00-21.00], Kamis:[08.00-21.00], Jumat:[08.00-21.00], Sabtu:[08.00-21.00], Minggu:[08.00-21.00], Senin:[08.00-21.00], Selasa:[08.00-21.00]","tempat parkir, ruangan indoor",3,3,no
Kobayashi Pattiserie & Boulangerie,"Jl. Magelang KM.1 No.54, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242",Karangwaru,Bakery,"(0274) 550099, +62 274 550099",571,4.5,https://www.google.com/maps?cid=16234558684303494008,-7.7794581,110.3610811,,,"Rabu:[07.00-21.00], Kamis:[07.00-21.00], Jumat:[07.00-21.00], Sabtu:[07.00-21.00], Minggu:[07.00-21.00], Senin:[07.00-21.00], Selasa:[07.00-21.00]","tempat parkir, ruangan indoor",3,3,no
Petit Paris Boulangerie Jakal,"Natasha Skin Clinic Center, Jl. Kaliurang No.KM. 5, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Jl. Kaliurang No.KM. 5,Bakery,"0811-2838-004, +62 811-2838-004",10,4.9,https://www.google.com/maps?cid=8202026346868103677,-7.7579078,110.3817682,http://petitparisboulangerie.com/,petitparisboulangerie.com,"Rabu:[10.00-21.00], Kamis:[10.00-21.00], Jumat:[10.00-21.00], Sabtu:[10.00-21.00], Minggu:[10.00-21.00], Senin:[10.00-21.00], Selasa:[10.00-21.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, ruangan indoor, ruangan meeting, toilet umum ",3,3,no
ChezMoi Patissier & Chocolatier,"Jl kaliurang km 4,5, Pogung Kidul, Sinduadi, Kec. Mlati, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223","Pogung Kidul, Sinduadi",Bakery,"(0274) 557335, +62 274 557335",271,4.5,https://www.google.com/maps?cid=15476469262970963915,-7.7622467,110.3798912,http://www.chezmoipastry.com/,chezmoipastry.com,"Rabu:[08.00-21.00], Kamis:[08.00-21.00], Jumat:[08.00-21.00], Sabtu:[08.00-21.00], Minggu:[08.00-21.00], Senin:[08.00-21.00], Selasa:[08.00-21.00]","tempat parkir, ruangan indoor",3,3,no
Cinema Bakery,"Jl. Yudistira No.RT.08, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285","Wonorejo, Sariharjo",Bakery,"0811-2635-068, +62 811-2635-068",2362,4.5,https://www.google.com/maps?cid=12365056709981227713,-7.7354754,110.380081,http://beacons.ai/cinemabakery,beacons.ai,"Rabu:[07.00-20.00], Kamis:[07.00-20.00], Jumat:[07.00-20.00], Sabtu:[07.00-20.00], Minggu:[07.00-20.00], Senin:[07.00-20.00], Selasa:[07.00-20.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, ruangan indoor, toilet umum ",3,3,no
Holland Bakery,"69PV+754, Jl. Affandi, Karang Gayam, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Jl. Affandi,Bakery,"0811-2650-049, +62 811-2650-049",278,4.6,https://www.google.com/maps?cid=6118823813402338839,-7.7643672,110.3929615,http://www.hollandbakery.co.id/,hollandbakery.co.id,"Rabu:[06.00-22.00], Kamis:[06.00-22.00], Jumat:[06.00-22.00], Sabtu:[06.00-22.00], Minggu:[06.00-22.00], Senin:[06.00-22.00], Selasa:[06.00-22.00]","tempat parkir, ruangan indoor",3,3,no
FAVOR Patisserie Pizzeria & Eatery,"Jl. C. Simanjuntak No.36a, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Terban,Bakery,"0813-3383-2711, +62 813-3383-2711",402,5,https://www.google.com/maps?cid=6760125533966659195,-7.7783087,110.3735003,,,"Rabu:[08.00-21.00], Kamis:[08.00-21.00], Jumat:[08.00-21.00], Sabtu:[08.00-21.00], Minggu:[08.00-21.00], Senin:[08.00-21.00], Selasa:[08.00-21.00]","tempat parkir, ruangan indoor",3,3,no
Bloomery Cake & Patisserie Jakal,"Jl. Kaliurang No.5, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Karang Wuni, Caturtunggal",Bakery,"0877-8453-8206, +62 877-8453-8206",762,4.8,https://www.google.com/maps?cid=6373093786772439707,-7.7603493,110.3810113,https://www.instagram.com/bloomerypatisserie/,instagram.com,"Rabu:[09.00-21.00], Kamis:[09.00-21.00], Jumat:[09.00-21.00], Sabtu:[09.00-21.00], Minggu:[09.00-21.00], Senin:[09.00-21.00], Selasa:[09.00-21.00]","tempat parkir, ruangan indoor",3,3,no
The Harvest Cakes,"Jl. C. Simanjuntak No.5, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",Terban,Bakery,"(021) 1500581, +62 21 1500581",613,4.3,https://www.google.com/maps?cid=17880310251727836255,-7.782795,110.3721849,http://www.harvestcakes.com/,harvestcakes.com,"Rabu:[08.00-22.00], Kamis:[08.00-22.00], Jumat:[08.00-22.00], Sabtu:[08.00-22.00], Minggu:[08.00-22.00], Senin:[08.00-22.00], Selasa:[08.00-22.00]","tempat parkir, ruangan indoor",3,3,no
Rumah Makan RATA RATA Monjali,"Jl. Monjali No.65, Gemawang, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Gemawang, Sinduadi","Indonesian restaurant, Rumah makan",,442,4.3,https://www.google.com/maps?cid=12263426082638208994,-7.7565529,110.3699103,,,"Rabu:[06.00-21.00], Kamis:[06.00-21.00], Jumat:[06.00-21.00], Sabtu:[06.00-21.00], Minggu:[06.00-21.00], Senin:[06.00-21.00], Selasa:[06.00-21.00]","tempat parkir, ruangan indoor",1,2,no
Rumah Makan Rata-rata Kinanti,"Gg. Kinanti No.7, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Kocoran, Caturtunggal","Indonesian restaurant, Rumah makan",,419,4.2,https://www.google.com/maps?cid=13248024265281264238,-7.7634068,110.3782119,,,"Rabu:[06.00-20.00], Kamis:[06.00-20.00], Jumat:[06.00-20.00], Sabtu:[06.00-20.00], Minggu:[06.00-20.00], Senin:[06.00-20.00], Selasa:[06.00-20.00]","tempat parkir, ruangan indoor",1,2,no
Rumah Makan Rata Rata Jl. Kabupaten,"Jl. Kabupaten No.Km. 2, Nusupan, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291","Nusupan, Trihanggo","Indonesian restaurant, Rumah makan","0878-3852-8146, +62 878-3852-8146",260,4.2,https://www.google.com/maps?cid=1211098857964965283,-7.762778,110.345281,,,"Rabu:[06.15-21.00], Kamis:[06.15-21.00], Jumat:[06.15-21.00], Sabtu:[06.15-21.00], Minggu:[06.15-21.00], Senin:[06.15-21.00], Selasa:[06.15-21.00]","tempat parkir, ruangan indoor",1,2,no
Rumah Makan Rata Rata Karanggayam,"Jl. Flamboyan Blok CT, Jl. Naga No.6, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Jl. Naga No.6,"Indonesian restaurant, Rumah makan",,346,4.2,https://www.google.com/maps?cid=9133759027551987323,-7.7690431,110.3891454,,,"Rabu:[06.00-20.00], Kamis:[Buka 24 jam], Jumat:[06.00-20.00], Sabtu:[06.00-20.00], Minggu:[06.00-20.00], Senin:[06.00-20.00], Selasa:[06.00-20.00]","tempat parkir, ruangan indoor",1,2,no
Rumah Makan Rata Rata Seturan,"6CH2+XPQ, Jalan KH Wahid Hasyim, Condong Catur, Kecamatan Depok, Dabag, Condongcatur, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Jalan KH Wahid Hasyim, Condong Catur, Kecamatan Depok","Indonesian restaurant, Rumah makan","0812-9365-9959, +62 812-9365-9959",400,4.2,https://www.google.com/maps?cid=16290156390557383757,-7.770043,110.4018645,,,"Rabu:[07.00-21.00], Kamis:[07.00-21.00], Jumat:[07.00-21.00], Sabtu:[07.00-21.00], Minggu:[07.00-21.00], Senin:[07.00-21.00], Selasa:[07.00-21.00]","tempat parkir, ruangan indoor",1,2,no
Rumah Makan Rata Rata Kentungan,"Jl. Kaliurang No.41, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Manggung, Caturtunggal","Indonesian restaurant, Rumah makan",,681,4.4,https://www.google.com/maps?cid=4845424514100697944,-7.7539053,110.3839893,,,"Rabu:[06.30-20.00], Kamis:[06.30-20.00], Jumat:[06.30-20.00], Sabtu:[06.30-20.00], Minggu:[06.30-20.00], Senin:[06.30-20.00], Selasa:[06.30-20.00]",tempat parkir,1,2,no
Rumah Makan Rata Rata Mrican,"Jalan STM Pembangunan No.9 Mrican, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Mrican, Caturtunggal","Indonesian restaurant, Rumah makan","0881-8683-732, +62 881-8683-732",1039,4.3,https://www.google.com/maps?cid=7107776758565052335,-7.774419,110.391079,,,"Rabu:[06.00-20.00], Kamis:[06.00-20.00], Jumat:[06.00-20.00], Sabtu:[06.00-20.00], Minggu:[06.00-20.00], Senin:[06.00-20.00], Selasa:[06.00-20.00]",tempat parkir,1,2,no
Rumah Makan Rata Rata Kaliurang Km 8,"Jl. Kaliurang No.45, Tambakan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Tambakan, Sinduharjo","Indonesian restaurant, Rumah makan",,334,4.4,https://www.google.com/maps?cid=17687806894131365661,-7.7365173,110.3942764,,,"Rabu:[07.00-21.00], Kamis:[07.00-21.00], Jumat:[07.00-21.00], Sabtu:[07.00-21.00], Minggu:[07.00-18.00], Senin:[07.00-21.00], Selasa:[07.00-21.00]",tempat parkir,1,2,no
Rumah Makan Rata Rata Condong Catur,"6CX2+V82, Jl. Raya Krangkungan, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Jl. Raya Krangkungan,"Indonesian restaurant, Rumah makan",,477,4.2,https://www.google.com/maps?cid=15327277856924541576,-7.7503671,110.4007577,,,"Rabu:[04.00-22.00], Kamis:[04.00-22.00], Jumat:[04.00-22.00], Sabtu:[04.00-22.00], Minggu:[04.00-22.00], Senin:[04.00-22.00], Selasa:[04.00-22.00]",tempat parkir,1,2,no
Rumah Makan Rata Rata Palagan,"Jl. Palagan Tentara Pelajar No.21, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Tegal Rejo, Sariharjo","Indonesian restaurant, Rumah makan",,258,4.3,https://www.google.com/maps?cid=2279408484231668081,-7.7249367,110.3813959,,,"Rabu:[06.00-19.30], Kamis:[06.00-19.30], Jumat:[06.00-19.30], Sabtu:[06.00-19.30], Minggu:[06.00-19.30], Senin:[06.00-19.30], Selasa:[06.00-19.30]",tempat parkir,1,2,no
Fruktosa Juicebar,"Jl. Bougenville, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Karang Gayam, Caturtunggal",Juice,"0813-2755-9920, +62 813-2755-9920",390,4.7,https://www.google.com/maps?cid=17811706285623606468,-7.7691932,110.3902812,,,"Rabu:[10.00-23.00], Kamis:[10.00-23.00], Jumat:[10.00-23.00], Sabtu:[10.00-23.00], Minggu:[10.00-23.00], Senin:[10.00-23.00], Selasa:[10.00-23.00]",tempat parkir,3,2,no
Jooster (Juice Bar),"Jl. Jati No.7, Gejayan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Gejayan, Condongcatur",Juice,"0856-0138-1450, +62 856-0138-1450",5,5,https://www.google.com/maps?cid=6694887507173243786,-7.7537536,110.3955889,https://www.instagram.com/jooster_id/,instagram.com,"Rabu:[09.30-19.00], Kamis:[09.30-19.00], Jumat:[09.30-19.00], Sabtu:[10.00-19.00], Minggu:[Tutup], Senin:[09.30-19.00], Selasa:[09.30-19.00]",tempat parkir,1,2,no
Akkar Juice Bar Moses,"Jl. Moses Gatotkaca No.A17, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Mrican, Caturtunggal","Juice, Vegetarian","0851-5837-8817, +62 851-5837-8817",90,5,https://www.google.com/maps?cid=17767690180999505197,-7.7763428,110.3902732,https://www.instagram.com/akkarjuicebar/,instagram.com,"Rabu:[08.00-21.30], Kamis:[08.00-21.30], Jumat:[08.00-21.30], Sabtu:[08.00-21.30], Minggu:[08.00-21.30], Senin:[08.00-21.30], Selasa:[08.00-21.30]",tempat parkir,3,2,no
Akkar Juice Bar Tugu,"Jl. Pakuningratan No.65, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Cokrodiningratan,"Juice, Vegetarian","0851-7439-6565, +62 851-7439-6565",80,5,https://www.google.com/maps?cid=11900921650090001501,-7.7809911,110.3623984,,,"Rabu:[08.00-21.30], Kamis:[08.00-21.30], Jumat:[08.00-21.30], Sabtu:[08.00-21.30], Minggu:[08.00-21.30], Senin:[08.00-21.30], Selasa:[08.00-21.30]",tempat parkir,3,2,no
Jus Flamboyan,"Jl. Flamboyan No.20 C, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Karang Gayam, Caturtunggal",Juice,,205,4.8,https://www.google.com/maps?cid=17944210951689160318,-7.7676325,110.389642,,,"Rabu:[10.00-22.00], Kamis:[10.00-22.00], Jumat:[10.00-22.00], Sabtu:[10.00-22.00], Minggu:[Tutup], Senin:[10.00-22.00], Selasa:[10.00-22.00]",tempat parkir,1,2,no
Garden Juice,"JL. Kaliurang, Km. 5 Pogung Baru, Jl. Pogung Kidul No.26, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Jl. Pogung Kidul No.26,Juice,,12,4.5,https://www.google.com/maps?cid=17630214408819943601,-7.7598323,110.3787523,,,"Rabu:[10.00-18.00], Kamis:[10.00-18.00], Jumat:[10.00-18.00], Sabtu:[10.00-18.00], Minggu:[11.00-17.00], Senin:[10.00-18.00], Selasa:[10.00-18.00]",tempat parkir,1,2,no
Master Juice,"Jl. Malioboro No.173, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Sosromenduran,Juice,"(0274) 626200, +62 274 626200",17,4.2,https://www.google.com/maps?cid=10888466739516039827,-7.7909083,110.3657997,,,"Rabu:[09.00-18.00], Kamis:[09.00-18.00], Jumat:[09.00-18.00], Sabtu:[09.00-18.00], Minggu:[09.00-18.00], Senin:[09.00-18.00], Selasa:[09.00-18.00]",tempat parkir,1,2,no
Tebu Express,"Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta",Kec. Ngaglik,Juice,"0857-2982-8886, +62 857-2982-8886",12,4.8,https://www.google.com/maps?cid=6642355125339039324,-7.7526973,110.3848386,https://tebu-express.business.site/?utm_source=gmb&utm_medium=referral,tebu-express.business.site,"Rabu:[09.30-19.30], Kamis:[09.30-19.30], Jumat:[09.30-19.30], Sabtu:[09.30-19.30], Minggu:[09.30-19.30], Senin:[09.30-19.30], Selasa:[09.30-19.30]",tempat parkir,1,2,no
Nolda Pocha Jogja,"depan gardu PLN, Jl. Kaliurang No.7.8, Ngabean Kulon, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta",Jl. Kaliurang No.7.8,"Korean restaurant, Instagrammable","0851-7507-8009, +62 851-7507-8009",90,4.8,https://www.google.com/maps?cid=17061173118776923661,-7.7389406,110.3925227,,,"Rabu:[15.00-22.00], Kamis:[15.00-22.00], Jumat:[15.00-00.00], Sabtu:[15.00-00.00], Minggu:[15.00-00.00], Senin:[15.00-22.00], Selasa:[15.00-22.00]",tempat parkir,3,5,no
WANAWATU,"6FJV+QR7, Sumberwatu, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Sumberwatu, Sambirejo","Indonesian restaurant, Instagrammable, Authentic restaurant","0851-7339-3002, +62 851-7339-3002",206,4.3,https://www.google.com/maps?cid=4447308608851420003,-7.7684149,110.494834,,,"Rabu:[11.00-20.00], Kamis:[11.00-20.00], Jumat:[11.00-20.00], Sabtu:[11.00-20.00], Minggu:[11.00-20.00], Senin:[11.00-20.00], Selasa:[11.00-20.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music, ruangan indoor, ruangan outdoor, smoking area",3,3,no
Suwatu By Mil & Bay,"Sumberwatu, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Kec. Prambanan,"Indonesian restaurant, Authentic restaurant, Instagrammable","0821-9043-1561, +62 821-9043-1561",1287,4.5,https://www.google.com/maps?cid=5092591017398625965,-7.7680839,110.4940659,http://bit.ly/BOOKINGSUWATU,bit.ly,"Rabu:[11.00-20.00], Kamis:[11.00-20.00], Jumat:[11.00-20.00], Sabtu:[11.00-20.00], Minggu:[11.00-20.00], Senin:[Tutup], Selasa:[11.00-20.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music, ruangan indoor, ruangan outdoor, smoking area",3,3,no
ABHAYAGIRI - Venue and Dining,"Heritage Resort, Sumberwatu, RT.02/RW.01, Sumberwatu, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",Sumberwatu,"Indonesian restaurant, Indonesian restaurant western, Authentic restaurant, Instagrammable","0811-2934-422, +62 811-2934-422",5069,4.4,https://www.google.com/maps?cid=2128003570228593770,-7.7686119,110.4966654,http://www.sumberwatuheritage.com/,sumberwatuheritage.com,"Rabu:[11.00-21.30], Kamis:[11.00-21.30], Jumat:[11.00-21.30], Sabtu: [11.00-22.00], Minggu: [11.00-22.00], Senin: [11.00-21.30], Selasa: [11.00-21.30]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music, ruangan indoor, ruangan outdoor, smoking area",5,5,no
Osea Resto and Bar Jogja,"Jl. Pakem - Turi No.23, Blembem Lor, Harjobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Blembem Lor, Harjobinangun","Bar, Cafe, Instagrammable, Indonesian restaurant","0812-2989-0007, +62 812-2989-0007",388,4.3,https://www.google.com/maps?cid=4625317183441587206,-7.6605544,110.4120157,,,"Rabu:[10.00-20.00], Kamis:[10.00-20.00], Jumat:[10.00-20.00], Sabtu:[10.00-21.00], Minggu:[10.00-21.00], Senin:[10.00-20.00], Selasa:[10.00-20.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music, ruangan indoor, ruangan outdoor, smoking area",3,3,no
Candhari Heaven,"6FJR+PW8, Gatak, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Gatak, Bokoharjo","Indonesian restaurant, Authentic restaurant, Instagrammable","(0274) 2855118, +62 274 2855118",935,4.6,https://www.google.com/maps?cid=5693516560979792340,-7.7682621,110.4923595,https://www.instagram.com/candhariheaven/,instagram.com,"Rabu:[11.00-20.00], Kamis:[11.00-20.00], Jumat:[11.00-20.00], Sabtu:[11.00-20.00], Minggu:[11.00-20.00], Senin:[11.00-20.00], Selasa:[11.00-20.00]","tempat parkir, colokan, wifi, mushalla / tempat shalat, live music, ruangan indoor, ruangan outdoor, smoking area",3,5,no
Gudeg Yu Narni Beran,"Jl. Magelang No.Km.11, Beran Lor, Tridadi, Kec. Sleman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55511","Beran Lor, Tridadi","Javanese restaurant, Breakfast restaurant, Authentic restaurant","0812-1201-102, +62 812-1201-102",648,4.4,https://www.google.com/maps?cid=9492984150387777166,-7.7105239,110.3562364,http://gudegyunarni.com/?utm_source=gmb&utm_medium=referral,gudegyunarni.com,"Rabu:[05.00-19.15], Kamis:[05.00-19.15], Jumat:[05.00-19.15], Sabtu:[05.00-19.15], Minggu:[05.00-19.15], Senin:[05.00-19.15], Selasa:[05.00-19.15]","tempat parkir, mushalla / tempat shalat",3,4,no
Gudeg Bu Hj. Amad,"Jalan Kaliurang KM.4,5 Blok CT3 No.5, Jl. Kaliurang No.2, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Jl. Kaliurang No.2,"Javanese restaurant, Breakfast restaurant, Authentic restaurant","(0274) 520049, +62 274 520049",7692,4.5,https://www.google.com/maps?cid=6448417004332583499,-7.7658341,110.3793685,,,"Rabu:[05.30-22.00], Kamis:[05.30-22.00], Jumat:[05.30-22.00], Sabtu:[05.30-22.00], Minggu:[05.30-22.00], Senin:[05.30-22.00], Selasa:[05.30-22.00]","tempat parkir, mushalla / tempat shalat",3,4,no
Gudeg Bu Djuminten,"Jl. Asem Gede No.14, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",Cokrodiningratan,"Javanese restaurant, Authentic restaurant","(0274) 561151, +62 274 561151",1507,4.5,https://www.google.com/maps?cid=4677005286249622383,-7.7815938,110.3626945,,,"Rabu:[08.00-20.00], Kamis:[08.00-20.00], Jumat:[08.00-20.00], Sabtu:[08.00-20.00], Minggu:[08.00-20.00], Senin:[08.00-20.00], Selasa:[08.00-20.00]",tempat parkir,3,4,no
